fold,run_id,route,duration_s,model_err_m,baseline_err_m,oracle_err_m,model_drift_pct
0,S-M#0,M/M (Driver B),10.0,3.37,4.69,0.312,3.309
0,S-M#0,M/M (Driver B),10.0,25.185,48.2,1.349,45.918
0,S-M#0,M/M (Driver B),10.0,21.53,30.358,22.116,63.12
0,S-M#0,M/M (Driver B),10.0,16.296,46.18,2.8,13.546
0,S-M#0,M/M (Driver B),10.0,6.506,24.493,0.154,7.427
0,S-M#0,M/M (Driver B),10.0,20.773,33.559,3.737,14.344
0,S-M#0,M/M (Driver B),10.0,6.591,22.38,0.428,4.838
0,S-M#0,M/M (Driver B),10.0,24.946,42.162,1.513,25.446
0,S-M#0,M/M (Driver B),10.0,8.232,0.622,0.906,9.049
0,S-M#0,M/M (Driver B),10.0,20.747,28.525,1.91,15.169
0,S-M#0,M/M (Driver B),10.0,3.541,11.909,0.98,2.406
0,S-M#0,M/M (Driver B),10.0,9.175,25.771,0.719,6.488
0,S-M#0,M/M (Driver B),10.0,8.725,9.05,0.558,6.695
0,S-M#0,M/M (Driver B),10.0,6.336,40.728,1.899,4.554
0,S-M#0,M/M (Driver B),10.0,11.279,27.848,1.717,8.419
0,S-M#0,M/M (Driver B),10.0,3.315,76.675,2.762,13.989
0,S-M#0,M/M (Driver B),10.0,1.009,1.187,1.182,74.693
0,S-M#0,M/M (Driver B),10.0,12.988,53.094,9.742,20.555
0,S-M#0,M/M (Driver B),10.0,0.051,33.444,1.181,0.146
0,S-M#0,M/M (Driver B),10.0,11.924,41.625,3.6,26.227
0,S-M#0,M/M (Driver B),10.0,0.723,43.31,1.191,3.271
0,S-M#0,M/M (Driver B),10.0,14.46,43.552,5.952,29.834
0,S-M#0,M/M (Driver B),10.0,11.897,49.64,0.654,11.692
0,S-M#0,M/M (Driver B),10.0,32.744,51.157,2.855,36.743
0,S-M#0,M/M (Driver B),10.0,7.043,23.744,0.523,89.481
0,S-M#0,M/M (Driver B),10.0,20.416,72.331,1.287,25.844
0,S-M#0,M/M (Driver B),10.0,4.944,41.768,0.474,2.866
0,S-M#0,M/M (Driver B),10.0,12.94,24.434,1.689,7.461
0,S-M#0,M/M (Driver B),10.0,24.002,16.816,2.166,13.742
0,S-M#0,M/M (Driver B),10.0,9.426,37.232,3.399,5.505
0,S-M#0,M/M (Driver B),10.0,14.709,20.857,4.41,8.556
0,S-M#0,M/M (Driver B),10.0,7.821,24.227,0.922,4.8
0,S-M#0,M/M (Driver B),10.0,8.909,70.954,2.547,9.499
0,S-M#0,M/M (Driver B),10.0,12.737,19.481,1.823,10.609
0,S-M#0,M/M (Driver B),10.0,26.921,30.175,2.356,17.107
0,S-M#0,M/M (Driver B),10.0,12.752,22.902,4.905,7.693
0,S-M#0,M/M (Driver B),10.0,8.977,17.207,3.642,5.377
0,S-M#0,M/M (Driver B),10.0,20.943,15.25,3.473,12.818
0,S-M#0,M/M (Driver B),10.0,10.976,17.802,1.285,6.71
0,S-M#0,M/M (Driver B),10.0,14.904,4.247,1.873,9.131
0,S-M#0,M/M (Driver B),10.0,44.094,18.901,3.704,30.79
0,S-M#0,M/M (Driver B),30.0,13.714,20.337,2.358,6.096
0,S-M#0,M/M (Driver B),30.0,15.125,30.504,2.92,6.791
0,S-M#0,M/M (Driver B),30.0,14.935,37.568,3.094,7.278
0,S-M#0,M/M (Driver B),30.0,11.52,7.008,1.011,6.08
0,S-M#0,M/M (Driver B),30.0,4.571,3.168,1.201,2.474
0,S-M#0,M/M (Driver B),30.0,4.757,2.645,1.127,2.48
0,S-M#0,M/M (Driver B),30.0,3.996,2.749,1.114,2.065
0,S-M#0,M/M (Driver B),30.0,0.622,4.592,1.267,0.336
0,S-M#0,M/M (Driver B),30.0,1.564,7.502,1.644,0.872
0,S-M#0,M/M (Driver B),30.0,2.298,9.067,1.643,1.295
0,S-M#0,M/M (Driver B),30.0,5.083,5.661,1.388,2.801
0,S-M#0,M/M (Driver B),30.0,4.533,5.83,1.206,2.478
0,S-M#0,M/M (Driver B),30.0,2.755,6.869,1.193,1.522
0,S-M#0,M/M (Driver B),30.0,3.068,9.523,1.449,1.721
0,S-M#0,M/M (Driver B),30.0,4.504,19.972,1.477,2.643
0,S-M#0,M/M (Driver B),30.0,19.091,43.547,3.724,11.677
0,S-M#0,M/M (Driver B),30.0,27.394,138.199,2.848,21.383
0,S-M#0,M/M (Driver B),30.0,47.581,104.006,8.68,39.886
0,S-M#0,M/M (Driver B),30.0,33.655,137.532,13.88,20.591
0,S-M#0,M/M (Driver B),30.0,28.12,125.926,13.307,10.737
0,S-M#0,M/M (Driver B),30.0,48.937,383.396,3.566,14.414
0,S-M#0,M/M (Driver B),30.0,76.224,499.899,6.511,18.709
0,S-M#0,M/M (Driver B),30.0,91.392,431.417,0.897,19.717
0,S-M#0,M/M (Driver B),30.0,129.346,677.23,10.22,25.098
0,S-M#0,M/M (Driver B),30.0,148.45,435.572,4.394,27.845
0,S-M#0,M/M (Driver B),30.0,134.226,418.786,39.959,28.277
0,S-M#0,M/M (Driver B),30.0,124.623,682.584,58.252,23.657
0,S-M#0,M/M (Driver B),30.0,94.165,562.794,56.145,18.133
0,S-M#0,M/M (Driver B),30.0,188.123,428.263,163.211,36.041
0,S-M#0,M/M (Driver B),30.0,31.612,249.081,11.529,6.455
0,S-M#0,M/M (Driver B),30.0,75.812,536.944,19.563,15.824
0,S-M#0,M/M (Driver B),30.0,68.991,603.477,34.272,14.303
0,S-M#0,M/M (Driver B),30.0,9.064,373.494,17.328,1.973
0,S-M#0,M/M (Driver B),30.0,58.347,240.17,33.361,14.775
0,S-M#0,M/M (Driver B),30.0,62.977,182.981,15.397,17.479
0,S-M#0,M/M (Driver B),30.0,55.084,424.532,14.466,15.154
0,S-M#0,M/M (Driver B),30.0,41.07,29.479,7.901,10.64
0,S-M#0,M/M (Driver B),30.0,50.754,288.093,7.325,13.421
0,S-M#0,M/M (Driver B),30.0,66.302,375.956,4.927,17.934
0,S-M#0,M/M (Driver B),30.0,47.73,69.401,5.45,12.789
0,S-M#0,M/M (Driver B),30.0,48.771,67.484,2.578,13.098
0,S-M#0,M/M (Driver B),30.0,18.121,279.81,5.851,5.367
0,S-M#0,M/M (Driver B),30.0,13.619,262.172,1.583,4.347
0,S-M#0,M/M (Driver B),30.0,47.165,188.896,5.657,18.37
0,S-M#0,M/M (Driver B),30.0,13.754,182.362,1.752,5.062
0,S-M#0,M/M (Driver B),30.0,17.559,65.154,8.933,6.239
0,S-M#0,M/M (Driver B),30.0,5.719,78.934,10.259,1.937
0,S-M#0,M/M (Driver B),30.0,10.33,141.957,2.229,5.179
0,S-M#0,M/M (Driver B),30.0,11.344,217.717,2.665,12.753
0,S-M#0,M/M (Driver B),30.0,14.436,75.116,1.969,65.324
0,S-M#0,M/M (Driver B),30.0,15.14,119.234,9.32,12.565
0,S-M#0,M/M (Driver B),30.0,39.544,250.801,14.643,15.775
0,S-M#0,M/M (Driver B),30.0,50.5,157.911,5.07,12.821
0,S-M#0,M/M (Driver B),30.0,92.754,138.634,2.559,20.096
0,S-M#0,M/M (Driver B),30.0,76.18,191.659,4.544,17.46
0,S-M#0,M/M (Driver B),30.0,39.056,193.524,3.473,10.201
0,S-M#0,M/M (Driver B),30.0,10.772,167.245,7.297,3.217
0,S-M#0,M/M (Driver B),30.0,39.196,297.993,9.813,12.36
0,S-M#0,M/M (Driver B),30.0,41.466,208.775,16.035,12.245
0,S-M#0,M/M (Driver B),30.0,71.128,92.137,18.868,20.663
0,S-M#0,M/M (Driver B),30.0,57.635,71.313,14.668,14.826
0,S-M#0,M/M (Driver B),30.0,81.236,238.446,11.694,21.005
0,S-M#0,M/M (Driver B),30.0,25.875,84.504,12.489,7.81
0,S-M#0,M/M (Driver B),30.0,15.109,131.576,12.091,5.103
0,S-M#0,M/M (Driver B),30.0,55.702,248.162,16.226,19.149
0,S-M#0,M/M (Driver B),30.0,51.7,226.842,19.651,15.233
0,S-M#0,M/M (Driver B),30.0,29.569,100.232,14.803,8.278
0,S-M#0,M/M (Driver B),30.0,56.358,106.877,32.223,15.554
0,S-M#0,M/M (Driver B),30.0,34.932,103.904,21.283,9.577
0,S-M#0,M/M (Driver B),30.0,43.12,143.016,19.737,12.84
0,S-M#0,M/M (Driver B),30.0,10.224,147.971,28.505,3.195
0,S-M#0,M/M (Driver B),30.0,32.783,86.023,27.037,10.204
0,S-M#0,M/M (Driver B),30.0,38.197,72.034,27.381,10.57
0,S-M#0,M/M (Driver B),30.0,23.12,67.43,21.361,5.977
0,S-M#0,M/M (Driver B),30.0,16.285,303.684,30.073,4.068
0,S-M#0,M/M (Driver B),30.0,39.943,104.576,32.257,9.523
0,S-M#0,M/M (Driver B),30.0,50.607,352.749,30.858,12.574
0,S-M#0,M/M (Driver B),30.0,47.615,431.475,17.936,13.754
0,S-M#0,M/M (Driver B),30.0,24.903,510.616,27.804,7.531
0,S-M#0,M/M (Driver B),30.0,52.542,396.177,34.752,15.425
0,S-M#0,M/M (Driver B),30.0,40.865,247.663,27.172,10.973
0,S-M#0,M/M (Driver B),30.0,18.147,416.802,21.253,5.343
0,S-M#0,M/M (Driver B),30.0,3.687,123.98,26.433,1.27
0,S-M#0,M/M (Driver B),30.0,2.724,113.425,12.507,1.117
0,S-M#0,M/M (Driver B),30.0,10.843,379.204,20.873,4.52
0,S-M#0,M/M (Driver B),30.0,37.212,219.272,24.732,14.278
0,S-M#0,M/M (Driver B),30.0,58.266,66.379,14.634,20.887
0,S-M#0,M/M (Driver B),30.0,66.305,94.153,15.806,27.298
0,S-M#0,M/M (Driver B),30.0,32.139,286.387,18.381,13.671
0,S-M#0,M/M (Driver B),30.0,19.885,409.426,24.55,7.909
0,S-M#0,M/M (Driver B),30.0,51.527,108.564,19.64,20.55
0,S-M#0,M/M (Driver B),30.0,36.336,66.279,16.749,16.013
0,S-M#0,M/M (Driver B),30.0,21.396,97.496,15.711,11.662
0,S-M#0,M/M (Driver B),30.0,29.718,232.294,13.606,21.899
0,S-M#0,M/M (Driver B),30.0,43.594,145.66,14.078,59.068
0,S-M#0,M/M (Driver B),30.0,24.751,65.561,11.607,193.812
0,S-M#0,M/M (Driver B),30.0,13.37,21.298,4.417,177.022
0,S-M#0,M/M (Driver B),30.0,103.977,52.916,105.706,184.331
0,S-M#0,M/M (Driver B),30.0,21.672,100.509,20.632,19.047
0,S-M#0,M/M (Driver B),30.0,46.25,152.685,10.692,40.455
0,S-M#0,M/M (Driver B),30.0,36.662,90.496,7.285,30.465
0,S-M#0,M/M (Driver B),30.0,31.225,93.163,13.994,27.718
0,S-M#0,M/M (Driver B),30.0,28.047,175.944,6.374,14.878
0,S-M#0,M/M (Driver B),30.0,23.76,214.399,11.388,10.973
0,S-M#0,M/M (Driver B),30.0,46.089,421.575,6.438,18.622
0,S-M#0,M/M (Driver B),30.0,37.917,173.341,7.164,14.478
0,S-M#0,M/M (Driver B),30.0,28.369,360.063,6.537,10.341
0,S-M#0,M/M (Driver B),30.0,46.549,228.99,5.035,16.211
0,S-M#0,M/M (Driver B),30.0,7.919,110.267,20.134,2.716
0,S-M#0,M/M (Driver B),30.0,9.203,220.175,7.242,3.473
0,S-M#0,M/M (Driver B),30.0,40.815,220.71,5.539,17.951
0,S-M#0,M/M (Driver B),30.0,88.229,207.312,11.483,43.044
0,S-M#0,M/M (Driver B),30.0,90.645,285.395,6.775,48.135
0,S-M#0,M/M (Driver B),30.0,89.15,100.928,0.603,40.807
0,S-M#0,M/M (Driver B),30.0,82.655,23.983,2.333,38.641
0,S-M#0,M/M (Driver B),30.0,82.572,133.337,0.935,42.755
0,S-M#0,M/M (Driver B),30.0,26.918,206.251,1.82,15.69
0,S-M#0,M/M (Driver B),30.0,42.742,126.699,1.443,24.882
0,S-M#0,M/M (Driver B),30.0,81.021,316.365,1.126,39.072
0,S-M#0,M/M (Driver B),30.0,80.879,65.488,4.178,40.413
0,S-M#0,M/M (Driver B),30.0,36.277,162.139,5.206,18.984
0,S-M#0,M/M (Driver B),30.0,47.96,235.104,7.056,25.215
0,S-M#0,M/M (Driver B),30.0,23.923,214.815,3.52,12.052
0,S-M#0,M/M (Driver B),30.0,20.668,99.501,7.895,9.995
0,S-M#0,M/M (Driver B),30.0,8.461,182.859,5.431,4.0
0,S-M#0,M/M (Driver B),30.0,14.654,333.004,8.281,6.51
0,S-M#0,M/M (Driver B),30.0,9.279,252.155,4.018,4.191
0,S-M#0,M/M (Driver B),30.0,34.136,265.082,7.864,15.167
0,S-M#0,M/M (Driver B),30.0,37.801,344.538,6.886,17.679
0,S-M#0,M/M (Driver B),30.0,47.283,88.266,2.643,25.038
0,S-M#0,M/M (Driver B),30.0,22.886,36.315,2.385,11.687
0,S-M#0,M/M (Driver B),30.0,22.535,199.21,2.239,12.024
0,S-M#0,M/M (Driver B),30.0,16.007,176.016,1.099,7.225
0,S-M#0,M/M (Driver B),30.0,67.49,236.782,1.22,32.1
0,S-M#0,M/M (Driver B),30.0,97.25,135.013,0.968,42.558
0,S-M#0,M/M (Driver B),30.0,120.061,16.184,1.874,54.368
0,S-M#0,M/M (Driver B),30.0,84.899,145.723,6.75,40.845
0,S-M#0,M/M (Driver B),30.0,46.395,210.303,4.831,29.607
0,S-M#0,M/M (Driver B),30.0,20.676,138.695,4.693,12.287
0,S-M#0,M/M (Driver B),30.0,41.126,371.682,8.589,20.656
0,S-M#0,M/M (Driver B),30.0,24.462,128.429,1.388,9.242
0,S-M#0,M/M (Driver B),30.0,27.58,39.934,5.113,9.901
0,S-M#0,M/M (Driver B),30.0,5.384,116.751,4.43,1.954
0,S-M#0,M/M (Driver B),30.0,4.415,190.052,3.506,1.765
0,S-M#0,M/M (Driver B),30.0,25.053,247.245,7.261,11.174
0,S-M#0,M/M (Driver B),30.0,18.107,262.533,6.811,8.883
0,S-M#0,M/M (Driver B),30.0,37.529,303.263,4.97,17.119
0,S-M#0,M/M (Driver B),30.0,64.706,238.402,9.513,32.178
0,S-M#0,M/M (Driver B),30.0,34.08,155.513,2.947,16.506
0,S-M#0,M/M (Driver B),30.0,31.963,247.656,1.841,20.999
0,S-M#0,M/M (Driver B),30.0,30.814,90.354,2.287,29.87
0,S-M#0,M/M (Driver B),30.0,22.085,174.049,3.171,39.402
0,S-M#0,M/M (Driver B),30.0,29.489,98.86,8.252,25.195
0,S-M#0,M/M (Driver B),30.0,64.656,189.214,17.467,31.009
0,S-M#0,M/M (Driver B),30.0,84.106,131.726,6.536,32.169
0,S-M#0,M/M (Driver B),30.0,48.271,358.164,4.222,20.022
0,S-M#0,M/M (Driver B),30.0,59.621,124.161,4.902,28.46
0,S-M#0,M/M (Driver B),30.0,60.411,99.236,2.018,29.052
0,S-M#0,M/M (Driver B),30.0,82.49,178.162,4.374,36.292
0,S-M#0,M/M (Driver B),30.0,86.079,146.85,3.216,33.557
0,S-M#0,M/M (Driver B),30.0,66.141,151.929,2.853,27.23
0,S-M#0,M/M (Driver B),30.0,44.223,133.914,4.338,22.095
0,S-M#0,M/M (Driver B),30.0,46.293,214.643,7.164,32.479
0,S-M#0,M/M (Driver B),30.0,37.659,104.066,11.826,47.265
0,S-M#0,M/M (Driver B),30.0,37.693,102.112,9.591,49.146
0,S-M#0,M/M (Driver B),30.0,133.595,55.354,135.312,145.776
0,S-M#0,M/M (Driver B),30.0,16.42,81.15,8.046,16.613
0,S-M#0,M/M (Driver B),30.0,18.104,155.24,4.404,13.269
0,S-M#0,M/M (Driver B),30.0,6.264,80.12,4.734,3.691
0,S-M#0,M/M (Driver B),30.0,16.608,184.796,10.832,6.571
0,S-M#0,M/M (Driver B),30.0,24.829,421.777,5.229,8.927
0,S-M#0,M/M (Driver B),30.0,52.086,41.322,10.834,17.212
0,S-M#0,M/M (Driver B),30.0,50.707,114.108,8.108,18.513
0,S-M#0,M/M (Driver B),30.0,42.419,203.96,6.522,21.953
0,S-M#0,M/M (Driver B),30.0,20.103,166.516,17.796,19.827
0,S-M#0,M/M (Driver B),30.0,20.644,77.191,10.456,21.793
0,S-M#0,M/M (Driver B),30.0,161.357,60.827,158.639,156.567
0,S-M#0,M/M (Driver B),30.0,24.66,196.342,5.305,13.465
0,S-M#0,M/M (Driver B),30.0,14.822,228.012,4.669,6.872
0,S-M#0,M/M (Driver B),30.0,20.683,46.591,12.457,7.517
0,S-M#0,M/M (Driver B),30.0,10.305,42.785,13.395,3.818
0,S-M#0,M/M (Driver B),30.0,29.177,58.531,9.934,12.39
0,S-M#0,M/M (Driver B),30.0,26.022,106.008,5.259,15.871
0,S-M#0,M/M (Driver B),30.0,4.688,192.656,3.543,6.006
0,S-M#0,M/M (Driver B),30.0,2.405,203.092,1.298,9.104
0,S-M#0,M/M (Driver B),30.0,20.925,92.34,4.466,22.494
0,S-M#0,M/M (Driver B),30.0,30.936,202.585,12.577,15.303
0,S-M#0,M/M (Driver B),30.0,30.255,128.772,12.671,9.866
0,S-M#0,M/M (Driver B),30.0,24.868,28.793,6.824,7.547
0,S-M#0,M/M (Driver B),30.0,10.787,125.943,4.008,3.698
0,S-M#0,M/M (Driver B),30.0,12.954,299.385,6.833,4.775
0,S-M#0,M/M (Driver B),30.0,14.673,351.343,1.751,6.359
0,S-M#0,M/M (Driver B),30.0,70.454,146.692,7.037,31.308
0,S-M#0,M/M (Driver B),30.0,35.461,160.567,2.114,16.525
0,S-M#0,M/M (Driver B),30.0,70.895,390.177,5.883,31.788
0,S-M#0,M/M (Driver B),30.0,72.059,197.978,7.941,34.496
0,S-M#0,M/M (Driver B),30.0,36.141,216.037,9.878,17.922
0,S-M#0,M/M (Driver B),30.0,26.041,282.86,15.81,12.745
0,S-M#0,M/M (Driver B),30.0,33.889,304.195,16.02,14.799
0,S-M#0,M/M (Driver B),30.0,35.771,309.856,16.215,15.092
0,S-M#0,M/M (Driver B),30.0,45.14,250.663,9.844,26.241
0,S-M#0,M/M (Driver B),30.0,42.826,85.09,6.373,26.3
0,S-M#0,M/M (Driver B),30.0,46.362,196.435,4.67,33.254
0,S-M#0,M/M (Driver B),30.0,51.089,218.515,5.567,25.357
0,S-M#0,M/M (Driver B),30.0,35.581,154.44,10.715,17.995
0,S-M#0,M/M (Driver B),30.0,28.483,105.43,3.965,15.928
0,S-M#0,M/M (Driver B),30.0,20.032,189.808,1.982,18.284
0,S-M#0,M/M (Driver B),30.0,28.549,210.401,2.262,62.038
0,S-M#0,M/M (Driver B),30.0,17.386,58.338,8.784,28.237
0,S-M#0,M/M (Driver B),30.0,16.507,122.187,4.778,12.282
0,S-M#0,M/M (Driver B),30.0,11.105,153.763,6.801,5.324
0,S-M#0,M/M (Driver B),30.0,22.562,296.483,11.193,9.973
0,S-M#0,M/M (Driver B),30.0,30.926,304.885,14.263,14.153
0,S-M#0,M/M (Driver B),30.0,20.412,215.401,4.595,9.006
0,S-M#0,M/M (Driver B),30.0,57.772,286.968,6.2,29.02
0,S-M#0,M/M (Driver B),30.0,85.745,288.317,14.905,36.757
0,S-M#0,M/M (Driver B),30.0,30.182,389.903,22.289,11.641
0,S-M#0,M/M (Driver B),30.0,30.051,42.745,16.725,9.675
0,S-M#0,M/M (Driver B),30.0,25.111,131.277,14.357,8.218
0,S-M#0,M/M (Driver B),30.0,34.407,42.962,14.035,11.932
0,S-M#0,M/M (Driver B),30.0,37.71,62.585,9.377,15.452
0,S-M#0,M/M (Driver B),30.0,46.127,167.838,1.759,19.589
0,S-M#0,M/M (Driver B),30.0,28.04,234.096,8.758,10.025
0,S-M#0,M/M (Driver B),30.0,44.795,516.12,14.986,12.557
0,S-M#0,M/M (Driver B),30.0,9.322,118.338,19.629,2.397
0,S-M#0,M/M (Driver B),30.0,16.365,116.768,19.287,4.305
0,S-M#0,M/M (Driver B),30.0,27.861,23.614,18.319,7.348
0,S-M#0,M/M (Driver B),30.0,44.283,44.166,17.828,11.64
0,S-M#0,M/M (Driver B),30.0,21.21,10.421,16.174,5.575
0,S-M#0,M/M (Driver B),30.0,24.246,27.433,9.954,6.404
0,S-M#0,M/M (Driver B),30.0,14.302,5.083,11.935,3.775
0,S-M#0,M/M (Driver B),30.0,17.445,81.978,13.361,5.121
0,S-M#0,M/M (Driver B),30.0,52.729,291.359,13.863,15.67
0,S-M#0,M/M (Driver B),30.0,86.071,537.737,21.753,23.644
0,S-M#0,M/M (Driver B),30.0,113.33,154.179,10.92,25.358
0,S-M#0,M/M (Driver B),30.0,77.611,47.703,20.236,16.133
0,S-M#0,M/M (Driver B),30.0,6.464,91.814,21.085,1.613
0,S-M#0,M/M (Driver B),30.0,42.093,219.059,11.813,13.365
0,S-M#0,M/M (Driver B),30.0,30.397,354.662,18.857,10.92
0,S-M#0,M/M (Driver B),30.0,33.366,496.987,29.014,10.457
0,S-M#0,M/M (Driver B),30.0,39.816,286.36,20.634,13.039
0,S-M#0,M/M (Driver B),30.0,14.536,100.01,29.181,5.209
0,S-M#0,M/M (Driver B),30.0,26.021,172.845,24.176,9.173
0,S-M#0,M/M (Driver B),30.0,35.254,159.808,23.776,10.088
0,S-M#0,M/M (Driver B),30.0,47.387,190.64,22.195,11.885
0,S-M#0,M/M (Driver B),30.0,51.867,168.975,21.974,12.382
0,S-M#0,M/M (Driver B),30.0,29.551,404.879,26.113,7.82
0,S-M#0,M/M (Driver B),30.0,13.247,210.423,25.653,4.014
0,S-M#0,M/M (Driver B),30.0,19.841,179.421,25.169,6.294
0,S-M#0,M/M (Driver B),30.0,15.866,241.335,16.241,4.271
0,S-M#0,M/M (Driver B),30.0,80.493,143.993,40.216,18.541
0,S-M#0,M/M (Driver B),30.0,94.776,292.096,26.848,21.49
0,S-M#0,M/M (Driver B),30.0,139.637,255.852,34.467,30.287
0,S-M#0,M/M (Driver B),30.0,131.554,249.556,12.034,26.017
0,S-M#0,M/M (Driver B),30.0,75.643,201.237,22.108,14.993
0,S-M#0,M/M (Driver B),30.0,73.748,251.855,15.595,15.597
0,S-M#0,M/M (Driver B),30.0,42.108,170.55,9.446,11.285
0,S-M#0,M/M (Driver B),30.0,136.344,598.49,13.935,30.804
0,S-M#0,M/M (Driver B),30.0,127.588,480.563,19.333,28.653
0,S-M#0,M/M (Driver B),30.0,135.621,418.922,13.009,26.719
0,S-M#0,M/M (Driver B),30.0,141.52,484.802,26.227,30.543
0,S-M#0,M/M (Driver B),30.0,101.498,137.035,33.94,19.037
0,S-M#0,M/M (Driver B),30.0,96.744,233.736,15.291,19.902
0,S-M#0,M/M (Driver B),30.0,82.801,482.051,8.843,18.728
0,S-M#0,M/M (Driver B),30.0,35.984,331.621,11.563,10.493
0,S-M#0,M/M (Driver B),30.0,58.379,394.057,32.232,14.263
0,S-M#0,M/M (Driver B),30.0,92.528,659.358,23.795,19.792
0,S-M#0,M/M (Driver B),30.0,90.826,37.504,19.966,18.594
0,S-M#0,M/M (Driver B),30.0,13.363,260.079,16.057,3.187
0,S-M#0,M/M (Driver B),30.0,34.207,274.161,23.286,9.151
0,S-M#0,M/M (Driver B),30.0,34.306,120.166,17.84,9.071
0,S-M#0,M/M (Driver B),30.0,61.181,312.166,21.925,13.803
0,S-M#0,M/M (Driver B),30.0,25.256,53.196,19.37,6.029
0,S-M#0,M/M (Driver B),30.0,56.343,144.738,5.477,19.59
0,S-M#0,M/M (Driver B),30.0,105.269,224.44,26.32,44.386
0,S-M#0,M/M (Driver B),30.0,112.833,309.484,4.523,36.213
0,S-M#0,M/M (Driver B),30.0,178.711,519.262,29.918,38.952
0,S-M#0,M/M (Driver B),30.0,85.817,266.801,18.104,19.979
0,S-M#0,M/M (Driver B),30.0,82.77,192.709,21.431,20.335
0,S-M#0,M/M (Driver B),30.0,76.91,393.658,12.159,17.138
0,S-M#0,M/M (Driver B),30.0,24.935,174.899,6.724,5.264
0,S-M#0,M/M (Driver B),30.0,46.21,222.608,19.164,9.998
0,S-M#0,M/M (Driver B),30.0,44.515,259.485,9.111,11.656
0,S-M#0,M/M (Driver B),30.0,52.794,510.269,3.116,14.251
0,S-M#0,M/M (Driver B),30.0,40.056,499.467,1.098,14.211
0,S-M#0,M/M (Driver B),30.0,53.227,239.886,5.551,18.773
0,S-M#0,M/M (Driver B),30.0,457.208,283.396,496.351,155.812
0,S-M#0,M/M (Driver B),30.0,81.526,339.136,19.071,19.192
0,S-M#0,M/M (Driver B),30.0,30.717,143.795,3.578,9.011
0,S-M#0,M/M (Driver B),30.0,21.436,132.559,5.093,6.587
0,S-M#0,M/M (Driver B),30.0,27.488,193.175,6.693,10.472
0,S-M#0,M/M (Driver B),30.0,21.796,358.87,6.207,6.096
0,S-M#0,M/M (Driver B),30.0,29.725,125.27,6.478,7.981
0,S-M#0,M/M (Driver B),30.0,29.768,288.971,11.135,8.141
0,S-M#0,M/M (Driver B),30.0,5.111,378.628,7.718,1.617
0,S-M#0,M/M (Driver B),30.0,41.054,172.87,2.549,17.299
0,S-M#0,M/M (Driver B),30.0,6.308,312.683,2.002,2.749
0,S-M#0,M/M (Driver B),30.0,37.525,336.185,7.635,14.4
0,S-M#0,M/M (Driver B),30.0,60.55,155.414,8.116,18.776
0,S-M#0,M/M (Driver B),30.0,81.159,163.987,14.125,24.539
0,S-M#0,M/M (Driver B),30.0,63.632,47.312,13.703,19.328
0,S-M#0,M/M (Driver B),30.0,5.439,150.725,8.305,1.681
0,S-M#0,M/M (Driver B),30.0,13.418,413.069,7.24,4.51
0,S-M#0,M/M (Driver B),30.0,21.833,396.263,10.056,9.877
0,S-M#0,M/M (Driver B),30.0,55.98,144.491,5.278,47.21
0,S-M#0,M/M (Driver B),30.0,45.528,198.033,2.029,141.471
0,S-M#0,M/M (Driver B),30.0,10.379,0.836,0.823,750.506
0,S-M#0,M/M (Driver B),30.0,5.049,1.192,1.181,407.649
0,S-M#0,M/M (Driver B),30.0,3.952,1.496,1.519,256.094
0,S-M#0,M/M (Driver B),30.0,4.324,1.778,1.761,246.135
0,S-M#0,M/M (Driver B),30.0,3.324,1.677,1.732,196.226
0,S-M#0,M/M (Driver B),30.0,4.009,1.675,1.788,207.742
0,S-M#0,M/M (Driver B),30.0,4.003,1.477,1.682,217.957
0,S-M#0,M/M (Driver B),30.0,4.463,3.575,1.221,307.464
0,S-M#0,M/M (Driver B),30.0,28.651,24.975,29.242,115.248
0,S-M#0,M/M (Driver B),30.0,43.62,27.11,36.463,57.875
0,S-M#0,M/M (Driver B),30.0,57.195,77.506,87.136,31.935
0,S-M#0,M/M (Driver B),30.0,19.555,144.141,6.729,7.893
0,S-M#0,M/M (Driver B),30.0,38.071,287.01,6.48,11.312
0,S-M#0,M/M (Driver B),30.0,61.039,352.787,6.848,16.256
0,S-M#0,M/M (Driver B),30.0,49.069,266.764,14.713,12.796
0,S-M#0,M/M (Driver B),30.0,10.604,218.322,6.018,3.769
0,S-M#0,M/M (Driver B),30.0,23.344,436.629,1.25,10.567
0,S-M#0,M/M (Driver B),30.0,50.246,183.589,1.794,26.851
0,S-M#0,M/M (Driver B),30.0,56.015,339.39,0.215,22.908
0,S-M#0,M/M (Driver B),30.0,30.176,81.705,2.501,11.497
0,S-M#0,M/M (Driver B),30.0,37.906,358.406,3.711,14.516
0,S-M#0,M/M (Driver B),30.0,59.46,189.578,0.542,24.361
0,S-M#0,M/M (Driver B),30.0,59.046,282.203,7.68,25.387
0,S-M#0,M/M (Driver B),30.0,65.682,365.07,11.823,24.275
0,S-M#0,M/M (Driver B),30.0,68.859,98.832,6.24,24.202
0,S-M#0,M/M (Driver B),30.0,81.473,311.717,0.175,29.304
0,S-M#0,M/M (Driver B),30.0,83.606,184.623,1.799,32.836
0,S-M#0,M/M (Driver B),30.0,64.286,152.575,5.829,27.969
0,S-M#0,M/M (Driver B),30.0,53.366,315.022,7.634,21.863
0,S-M#0,M/M (Driver B),30.0,40.341,355.187,3.514,16.047
